id,landmark_id
07017,8
07018,8
07019,8
07020,8
07021,8
07022,8
07023,8
07024,8
07025,8
07026,8
07027,8
07028,8
07029,8
07030,8
07031,8
07032,8
07033,8
07034,8
07035,8
07036,8
07037,8
07038,8
07039,8
07040,8
07041,8
07042,8
07043,8
07044,8
07045,8
07046,8
07047,8
07048,8
07049,8
08000,9
08001,9
08002,9
08003,9
08004,9
08005,9
08006,9
08007,9
08008,9
08009,9
08010,9
08011,9
08012,9
08013,9
08014,9
08015,9
08016,9
08017,9
08018,9
08019,9
08020,9
08021,9
08022,9
08023,9
08024,9
08025,9
08026,9
08027,9
08028,9
08029,9
08030,9
08031,9
08032,9
08033,9
08034,9
08035,9
08036,9
08037,9
08038,9
08039,9
08040,9
08041,9
08042,9
08043,9
08044,9
08045,9
08046,9
08047,9
08048,9
08049,9
09000,10
09001,10
09002,10
09003,10
09004,10
09005,10
09006,10
09007,10
09008,10
09009,10
09010,10
09011,10
09012,10
09013,10
09014,10
09015,10
09016,10
09017,10
09018,10
09019,10
09020,10
09021,10
09022,10
09023,10
09024,10
09025,10
09026,10
09027,10
09028,10
09029,10
09030,10
09031,10
09032,10
09033,10
09034,10
09035,10
09036,10
09037,10
09038,10
09039,10
09040,10
09041,10
09042,10
09043,10
09044,10
09045,10
09046,10
09047,10
09048,10
09049,10
10000,11
10001,11
10002,11
10003,11
10004,11
10005,11
10006,11
10007,11
10008,11
10009,11
10010,11
10011,11
10012,11
10013,11
10014,11
10015,11
10016,11
10017,11
10018,11
10019,11
10020,11
10021,11
10022,11
10023,11
10024,11
10025,11
10026,11
10027,11
10028,11
10029,11
10030,11
10031,11
10032,11
10033,11
10034,11
10035,11
10036,11
10037,11
10038,11
10039,11
10040,11
10041,11
10042,11
10043,11
10044,11
10045,11
10046,11
10047,11
10048,11
10049,11
11000,12
11001,12
11002,12
11003,12
11004,12
11005,12
11006,12
11007,12
11008,12
11009,12
11010,12
11011,12
11012,12
11013,12
11014,12
11015,12
11016,12
11017,12
11018,12
11019,12
11020,12
11021,12
11022,12
11023,12
11024,12
11025,12
11026,12
11027,12
11028,12
11029,12
11030,12
11031,12
11032,12
11033,12
11034,12
11035,12
11036,12
11037,12
11038,12
11039,12
11040,12
11041,12
11042,12
11043,12
11044,12
11045,12
11046,12
11047,12
11048,12
11049,12
12000,13
12001,13
12002,13
12003,13
12004,13
12005,13
12006,13
12007,13
12008,13
12009,13
12010,13
12011,13
12012,13
12013,13
12014,13
12015,13
12016,13
12017,13
12018,13
12019,13
12020,13
12021,13
12022,13
12023,13
12024,13
12025,13
12026,13
12027,13
12028,13
12029,13
12030,13
12031,13
12032,13
12033,13
12034,13
12035,13
12036,13
12037,13
12038,13
12039,13
12040,13
12041,13
12042,13
12043,13
12044,13
12045,13
12046,13
12047,13
12048,13
12049,13
13000,14
13001,14
13002,14
13003,14
13004,14
13005,14
13006,14
13007,14
13008,14
13009,14
13010,14
13011,14
13012,14
13013,14
13014,14
13015,14
13016,14
13017,14
13018,14
13019,14
13020,14
13021,14
13022,14
13023,14
13024,14
13025,14
13026,14
13027,14
13028,14
13029,14
13030,14
13031,14
13032,14
13033,14
13034,14
13035,14
13036,14
13037,14
13038,14
13039,14
13040,14
13041,14
13042,14
13043,14
13044,14
13045,14
13046,14
13047,14
13048,14
13049,14
14000,15
14001,15
14002,15
14003,15
14004,15
14005,15
14006,15
14007,15
14008,15
14009,15
14010,15
14011,15
14012,15
14013,15
14014,15
14015,15
14016,15
14017,15
14018,15
14019,15
14020,15
14021,15
14022,15
14023,15
14024,15
14025,15
14026,15
14027,15
14028,15
14029,15
14030,15
14031,15
14032,15
14033,15
14034,15
14035,15
14036,15
14037,15
14038,15
14039,15
14040,15
14041,15
14042,15
14043,15
14044,15
14045,15
14046,15
14047,15
14048,15
14049,15
15000,16
15001,16
15002,16
15003,16
15004,16
15005,16
15006,16
15007,16
15008,16
15009,16
15010,16
15011,16
15012,16
15013,16
15014,16
15015,16
15016,16
15017,16
15018,16
15019,16
15020,16
15021,16
15022,16
15023,16
15024,16
15025,16
15026,16
15027,16
15028,16
15029,16
15030,16
15031,16
15032,16
15033,16
15034,16
15035,16
15036,16
15037,16
15038,16
15039,16
15040,16
15041,16
15042,16
15043,16
15044,16
15045,16
15046,16
15047,16
15048,16
15049,16
16000,17
16001,17
16002,17
16003,17
16004,17
16005,17
16006,17
16007,17
16008,17
16009,17
16010,17
16011,17
16012,17
16013,17
16014,17
16015,17
16016,17
16017,17
16018,17
16019,17
16020,17
16021,17
16022,17
16023,17
16024,17
16025,17
16026,17
16027,17
16028,17
16029,17
16030,17
16031,17
16032,17
16033,17
16034,17
16035,17
16036,17
16037,17
16038,17
16039,17
16040,17
16041,17
16042,17
16043,17
16044,17
16045,17
16046,17
16047,17
16048,17
16049,17
17000,18
17001,18
17002,18
17003,18
17004,18
17005,18
17006,18
17007,18
17008,18
17009,18
17010,18
17011,18
17012,18
17013,18
17014,18
17015,18
17016,18
17017,18
17018,18
17019,18
17020,18
17021,18
17022,18
17023,18
17024,18
17025,18
17026,18
17027,18
17028,18
17029,18
17030,18
17031,18
17032,18
17033,18
17034,18
17035,18
17036,18
17037,18
17038,18
17039,18
17040,18
17041,18
17042,18
17043,18
17044,18
17045,18
17046,18
17047,18
17048,18
17049,18
18000,19
18001,19
18002,19
18003,19
18004,19
18005,19
18006,19
18007,19
18008,19
18009,19
18010,19
18011,19
18012,19
18013,19
18014,19
18015,19
18016,19
18017,19
18018,19
18019,19
18020,19
18021,19
18022,19
18023,19
18024,19
18025,19
18026,19
18027,19
18028,19
18029,19
18030,19
18031,19
18032,19
18033,19
18034,19
18035,19
18036,19
18037,19
18038,19
18039,19
18040,19
18041,19
18042,19
18043,19
18044,19
18045,19
18046,19
18047,19
18048,19
18049,19
19000,20
19001,20
19002,20
19003,20
19004,20
19005,20
19006,20
19007,20
19008,20
19009,20
19010,20
19011,20
19012,20
19013,20
19014,20
19015,20
19016,20
19017,20
19018,20
19019,20
19020,20
19021,20
19022,20
19023,20
19024,20
19025,20
19026,20
19027,20
19028,20
19029,20
19030,20
19031,20
19032,20
19033,20
19034,20
19035,20
19036,20
19037,20
19038,20
19039,20
19040,20
19041,20
19042,20
19043,20
19044,20
19045,20
19046,20
19047,20
19048,20
19049,20
20000,21
20001,21
20002,21
20003,21
20004,21
20005,21
20006,21
20007,21
20008,21
20009,21
20010,21
20011,21
20012,21
20013,21
20014,21
20015,21
20016,21
20017,21
20018,21
20019,21
20020,21
20021,21
20022,21
20023,21
20024,21
20025,21
20026,21
20027,21
20028,21
20029,21
20030,21
20031,21
20032,21
20033,21
20034,21
20035,21
20036,21
20037,21
20038,21
20039,21
20040,21
20041,21
20042,21
20043,21
20044,21
20045,21
20046,21
20047,21
20048,21
20049,21
21000,22
21001,22
21002,22
21003,22
21004,22
21005,22
21006,22
21007,22
21008,22
21009,22
21010,22
21011,22
21012,22
21013,22
21014,22
21015,22
21016,22
21017,22
21018,22
21019,22
21020,22
21021,22
21022,22
21023,22
21024,22
21025,22
21026,22
21027,22
21028,22
21029,22
21030,22
21031,22
21032,22
21033,22
21034,22
21035,22
21036,22
21037,22
21038,22
21039,22
21040,22
21041,22
21042,22
21043,22
21044,22
21045,22
21046,22
21047,22
21048,22
21049,22
22000,23
22001,23
22002,23
22003,23
22004,23
22005,23
22006,23
22007,23
22008,23
22009,23
22010,23
22011,23
22012,23
22013,23
22014,23
22015,23
22016,23
22017,23
22018,23
22019,23
22020,23
22021,23
22022,23
22023,23
22024,23
22025,23
22026,23
22027,23
22028,23
22029,23
22030,23
22031,23
22032,23
22033,23
22034,23
22035,23
22036,23
22037,23
22038,23
22039,23
22040,23
22041,23
22042,23
22043,23
22044,23
22045,23
22046,23
22047,23
22048,23
22049,23
23000,24
23001,24
23002,24
23003,24
23004,24
23005,24
23006,24
23007,24
23008,24
23009,24
23010,24
23011,24
23012,24
23013,24
23014,24
23015,24
23016,24
23017,24
23018,24
23019,24
23020,24
23021,24
23022,24
23023,24
23024,24
23025,24
23026,24
23027,24
23028,24
23029,24
23030,24
23031,24
23032,24
23033,24
23034,24
23035,24
23036,24
23037,24
23038,24
23039,24
23040,24
23041,24
23042,24
23043,24
23044,24
23045,24
23046,24
23047,24
23048,24
23049,24
24000,25
24001,25
24002,25
24003,25
24004,25
24005,25
24006,25
24007,25
24008,25
24009,25
24010,25
24011,25
24012,25
24013,25
24014,25
24015,25
24016,25
24017,25
24018,25
24019,25
24020,25
24021,25
24022,25
24023,25
24024,25
24025,25
24026,25
24027,25
24028,25
24029,25
24030,25
24031,25
24032,25
24033,25
24034,25
24035,25
24036,25
24037,25
24038,25
24039,25
24040,25
24041,25
24042,25
24043,25
24044,25
24045,25
24046,25
24047,25
24048,25
24049,25
25000,26
25001,26
25002,26
25003,26
25004,26
25005,26
25006,26
25007,26
25008,26
25009,26
25010,26
25011,26
25012,26
25013,26
25014,26
25015,26
25016,26
25017,26
25018,26
25019,26
25020,26
25021,26
25022,26
25023,26
25024,26
25025,26
25026,26
25027,26
25028,26
25029,26
25030,26
25031,26
25032,26
25033,26
25034,26
25035,26
25036,26
25037,26
25038,26
25039,26
25040,26
25041,26
25042,26
25043,26
25044,26
25045,26
25046,26
25047,26
25048,26
25049,26
26000,27
26001,27
26002,27
26003,27
26004,27
26005,27
26006,27
26007,27
26008,27
26009,27
26010,27
26011,27
26012,27
26013,27
26014,27
26015,27
26016,27
26017,27
26018,27
26019,27
26020,27
26021,27
26022,27
26023,27
26024,27
26025,27
26026,27
26027,27
26028,27
26029,27
26030,27
26031,27
26032,27
26033,27
26034,27
26035,27
26036,27
26037,27
26038,27
26039,27
26040,27
26041,27
26042,27
26043,27
26044,27
26045,27
26046,27
26047,27
26048,27
26049,27
27000,28
27001,28
27002,28
27003,28
27004,28
27005,28
27006,28
27007,28
27008,28
27009,28
27010,28
27011,28
27012,28
27013,28
27014,28
27015,28
27016,28
27017,28
27018,28
27019,28
27020,28
27021,28
27022,28
27023,28
27024,28
27025,28
27026,28
27027,28
27028,28
27029,28
27030,28
27031,28
27032,28
27033,28
27034,28
27035,28
27036,28
27037,28
27038,28
27039,28
27040,28
27041,28
27042,28
27043,28
27044,28
27045,28
27046,28
27047,28
27048,28
27049,28
28000,29
28001,29
28002,29
28003,29
28004,29
28005,29
28006,29
28007,29
28008,29
28009,29
28010,29
28011,29
28012,29
28013,29
28014,29
28015,29
28016,29
28017,29
28018,29
28019,29
28020,29
28021,29
28022,29
28023,29
28024,29
28025,29
28026,29
28027,29
28028,29
28029,29
28030,29
28031,29
28032,29
28033,29
28034,29
28035,29
28036,29
28037,29
28038,29
28039,29
28040,29
28041,29
28042,29
28043,29
28044,29
28045,29
28046,29
28047,29
28048,29
28049,29
29000,30
29001,30
29002,30
29003,30
29004,30
29005,30
29006,30
29007,30
29008,30
29009,30
29010,30
29011,30
29012,30
29013,30
29014,30
29015,30
29016,30
29017,30
29018,30
29019,30
29020,30
29021,30
29022,30
29023,30
29024,30
29025,30
29026,30
29027,30
29028,30
29029,30
29030,30
29031,30
29032,30
29033,30
29034,30
29035,30
29036,30
29037,30
29038,30
29039,30
29040,30
29041,30
29042,30
29043,30
29044,30
29045,30
29046,30
29047,30
29048,30
29049,30
30000,31
30001,31
30002,31
30003,31
30004,31
30005,31
30006,31
30007,31
30008,31
30009,31
30010,31
30011,31
30012,31
30013,31
30014,31
30015,31
30016,31
30017,31
30018,31
30019,31
30020,31
30021,31
30022,31
30023,31
30024,31
30025,31
30026,31
30027,31
30028,31
30029,31
30030,31
30031,31
30032,31
30033,31
30034,31
30035,31
30036,31
30037,31
30038,31
30039,31
30040,31
30041,31
30042,31
30043,31
30044,31
30045,31
30046,31
30047,31
30048,31
30049,31
31000,32
31001,32
31002,32
31003,32
31004,32
31005,32
31006,32
31007,32
31008,32
31009,32
31010,32
31011,32
31012,32
31013,32
31014,32
31015,32
31016,32
31017,32
31018,32
31019,32
31020,32
31021,32
31022,32
31023,32
31024,32
31025,32
31026,32
31027,32
31028,32
31029,32
31030,32
31031,32
31032,32
31033,32
31034,32
31035,32
31036,32
31037,32
31038,32
31039,32
31040,32
31041,32
31042,32
31043,32
31044,32
31045,32
31046,32
31047,32
31048,32
31049,32
32000,33
32001,33
32002,33
32003,33
32004,33
32005,33
32006,33
32007,33
32008,33
32009,33
32010,33
32011,33
32012,33
32013,33
32014,33
32015,33
32016,33
32017,33
32018,33
32019,33
32020,33
32021,33
32022,33
32023,33
32024,33
32025,33
32026,33
32027,33
32028,33
32029,33
32030,33
32031,33
32032,33
32033,33
32034,33
32035,33
32036,33
32037,33
32038,33
32039,33
32040,33
32041,33
32042,33
32043,33
32044,33
32045,33
32046,33
32047,33
32048,33
32049,33
33000,34
33001,34
33002,34
33003,34
33004,34
33005,34
33006,34
33007,34
33008,34
33009,34
33010,34
33011,34
33012,34
33013,34
33014,34
33015,34
33016,34
33017,34
33018,34
33019,34
33020,34
33021,34
33022,34
33023,34
33024,34
33025,34
33026,34
33027,34
33028,34
33029,34
33030,34
33031,34
33032,34
33033,34
33034,34
33035,34
33036,34
33037,34
33038,34
33039,34
33040,34
33041,34
33042,34
33043,34
33044,34
33045,34
33046,34
33047,34
33048,34
33049,34
34000,35
34001,35
34002,35
34003,35
34004,35
34005,35
34006,35
34007,35
34008,35
34009,35
34010,35
34011,35
34012,35
34013,35
34014,35
34015,35
34016,35
34017,35
34018,35
34019,35
34020,35
34021,35
34022,35
34023,35
34024,35
34025,35
34026,35
34027,35
34028,35
34029,35
34030,35
34031,35
34032,35
34033,35
34034,35
34035,35
34036,35
34037,35
34038,35
34039,35
34040,35
34041,35
34042,35
34043,35
34044,35
34045,35
34046,35
34047,35
34048,35
34049,35
35000,36
35001,36
35002,36
35003,36
35004,36
35005,36
35006,36
35007,36
35008,36
35009,36
35010,36
35011,36
35012,36
35013,36
35014,36
35015,36
35016,36
35017,36
35018,36
35019,36
35020,36
35021,36
35022,36
35023,36
35024,36
35025,36
35026,36
35027,36
35028,36
35029,36
35030,36
35031,36
35032,36
35033,36
35034,36
35035,36
35036,36
35037,36
35038,36
35039,36
35040,36
35041,36
35042,36
35043,36
35044,36
35045,36
35046,36
35047,36
35048,36
35049,36
36000,37
36001,37
36002,37
36003,37
36004,37
36005,37
36006,37
36007,37
36008,37
36009,37
36010,37
36011,37
36012,37
36013,37
36014,37
36015,37
36016,37
36017,37
36018,37
36019,37
36020,37
36021,37
36022,37
36023,37
36024,37
36025,37
36026,37
36027,37
36028,37
36029,37
36030,37
36031,37
36032,37
36033,37
36034,37
36035,37
36036,37
36037,37
36038,37
36039,37
36040,37
36041,37
36042,37
36043,37
36044,37
36045,37
36046,37
36047,37
36048,37
36049,37
37000,38
37001,38
37002,38
37003,38
37004,38
37005,38
37006,38
37007,38
37008,38
37009,38
37010,38
37011,38
37012,38
37013,38
37014,38
37015,38
37016,38
37017,38
37018,38
37019,38
37020,38
37021,38
37022,38
37023,38
37024,38
37025,38
37026,38
37027,38
37028,38
37029,38
37030,38
37031,38
37032,38
37033,38
37034,38
37035,38
37036,38
37037,38
37038,38
37039,38
37040,38
37041,38
37042,38
37043,38
37044,38
37045,38
37046,38
37047,38
37048,38
37049,38
38000,39
38001,39
38002,39
38003,39
38004,39
38005,39
38006,39
38007,39
38008,39
38009,39
38010,39
38011,39
38012,39
38013,39
38014,39
38015,39
38016,39
38017,39
38018,39
38019,39
38020,39
38021,39
38022,39
38023,39
38024,39
38025,39
38026,39
38027,39
38028,39
38029,39
38030,39
38031,39
38032,39
38033,39
38034,39
38035,39
38036,39
38037,39
38038,39
38039,39
38040,39
38041,39
38042,39
38043,39
38044,39
38045,39
38046,39
38047,39
38048,39
38049,39
39000,40
39001,40
39002,40
39003,40
39004,40
39005,40
39006,40
39007,40
39008,40
39009,40
39010,40
39011,40
39012,40
39013,40
39014,40
39015,40
39016,40
39017,40
39018,40
39019,40
39020,40
39021,40
39022,40
39023,40
39024,40
39025,40
39026,40
39027,40
39028,40
39029,40
39030,40
39031,40
39032,40
39033,40
39034,40
39035,40
39036,40
39037,40
39038,40
39039,40
39040,40
39041,40
39042,40
39043,40
39044,40
39045,40
39046,40
39047,40
39048,40
39049,40
40000,41
40001,41
40002,41
40003,41
40004,41
40005,41
40006,41
40007,41
40008,41
40009,41
40010,41
40011,41
40012,41
40013,41
40014,41
40015,41
40016,41
40017,41
40018,41
40019,41
40020,41
40021,41
40022,41
40023,41
40024,41
40025,41
40026,41
40027,41
40028,41
40029,41
40030,41
40031,41
40032,41
40033,41
40034,41
40035,41
40036,41
40037,41
40038,41
40039,41
40040,41
40041,41
40042,41
40043,41
40044,41
40045,41
40046,41
40047,41
40048,41
40049,41
41000,42
41001,42
41002,42
41003,42
41004,42
41005,42
41006,42
41007,42
41008,42
41009,42
41010,42
41011,42
41012,42
41013,42
41014,42
41015,42
41016,42
41017,42
41018,42
41019,42
41020,42
41021,42
41022,42
41023,42
41024,42
41025,42
41026,42
41027,42
41028,42
41029,42
41030,42
41031,42
41032,42
41033,42
41034,42
41035,42
41036,42
41037,42
41038,42
41039,42
41040,42
41041,42
41042,42
41043,42
41044,42
41045,42
41046,42
41047,42
41048,42
41049,42
42000,43
42001,43
42002,43
42003,43
42004,43
42005,43
42006,43
42007,43
42008,43
42009,43
42010,43
42011,43
42012,43
42013,43
42014,43
42015,43
42016,43
42017,43
42018,43
42019,43
42020,43
42021,43
42022,43
42023,43
42024,43
42025,43
42026,43
42027,43
42028,43
42029,43
42030,43
42031,43
42032,43
42033,43
42034,43
42035,43
42036,43
42037,43
42038,43
42039,43
42040,43
42041,43
42042,43
42043,43
42044,43
42045,43
42046,43
42047,43
42048,43
42049,43
43000,44
43001,44
43002,44
43003,44
43004,44
43005,44
43006,44
43007,44
43008,44
43009,44
43010,44
43011,44
43012,44
43013,44
43014,44
43015,44
43016,44
43017,44
43018,44
43019,44
43020,44
43021,44
43022,44
43023,44
43024,44
43025,44
43026,44
43027,44
43028,44
43029,44
43030,44
43031,44
43032,44
43033,44
43034,44
43035,44
43036,44
43037,44
43038,44
43039,44
43040,44
43041,44
43042,44
43043,44
43044,44
43045,44
43046,44
43047,44
43048,44
43049,44
44000,45
44001,45
44002,45
44003,45
44004,45
44005,45
44006,45
44007,45
44008,45
44009,45
44010,45
44011,45
44012,45
44013,45
44014,45
44015,45
44016,45
44017,45
44018,45
44019,45
44020,45
44021,45
44022,45
44023,45
44024,45
44025,45
44026,45
44027,45
44028,45
44029,45
44030,45
44031,45
44032,45
44033,45
44034,45
44035,45
44036,45
44037,45
44038,45
44039,45
44040,45
44041,45
44042,45
44043,45
44044,45
44045,45
44046,45
44047,45
44048,45
44049,45
45000,46
45001,46
45002,46
45003,46
45004,46
45005,46
45006,46
45007,46
45008,46
45009,46
45010,46
45011,46
45012,46
45013,46
45014,46
45015,46
45016,46
45017,46
45018,46
45019,46
45020,46
45021,46
45022,46
45023,46
45024,46
45025,46
45026,46
45027,46
45028,46
45029,46
45030,46
45031,46
45032,46
45033,46
45034,46
45035,46
45036,46
45037,46
45038,46
45039,46
45040,46
45041,46
45042,46
45043,46
45044,46
45045,46
45046,46
45047,46
45048,46
45049,46
46000,47
46001,47
46002,47
46003,47
46004,47
46005,47
46006,47
46007,47
46008,47
46009,47
46010,47
46011,47
46012,47
46013,47
46014,47
46015,47
46016,47
46017,47
46018,47
46019,47
46020,47
46021,47
46022,47
46023,47
46024,47
46025,47
46026,47
46027,47
46028,47
46029,47
46030,47
46031,47
46032,47
46033,47
46034,47
46035,47
46036,47
46037,47
46038,47
46039,47
46040,47
46041,47
46042,47
46043,47
46044,47
46045,47
46046,47
46047,47
46048,47
46049,47
47000,48
47001,48
47002,48
47003,48
47004,48
47005,48
47006,48
47007,48
47008,48
47009,48
47010,48
47011,48
47012,48
47013,48
47014,48
47015,48
47016,48
47017,48
47018,48
47019,48
47020,48
47021,48
47022,48
47023,48
47024,48
47025,48
47026,48
47027,48
47028,48
47029,48
47030,48
47031,48
47032,48
47033,48
47034,48
47035,48
47036,48
47037,48
47038,48
47039,48
47040,48
47041,48
47042,48
47043,48
47044,48
47045,48
47046,48
47047,48
47048,48
47049,48
48000,49
48001,49
48002,49
48003,49
48004,49
48005,49
48006,49
48007,49
48008,49
48009,49
48010,49
48011,49
48012,49
48013,49
48014,49
48015,49
48016,49
48017,49
48018,49
48019,49
48020,49
48021,49
48022,49
48023,49
48024,49
48025,49
48026,49
48027,49
48028,49
48029,49
48030,49
48031,49
48032,49
48033,49
48034,49
48035,49
48036,49
48037,49
48038,49
48039,49
48040,49
48041,49
48042,49
48043,49
48044,49
48045,49
48046,49
48047,49
48048,49
48049,49
49000,50
49001,50
49002,50
49003,50
49004,50
49005,50
49006,50
49007,50
49008,50
49009,50
49010,50
49011,50
49012,50
49013,50
49014,50
49015,50
49016,50
49017,50
49018,50
49019,50
49020,50
49021,50
49022,50
49023,50
49024,50
49025,50
49026,50
49027,50
49028,50
49029,50
49030,50
49031,50
49032,50
49033,50
49034,50
49035,50
49036,50
49037,50
49038,50
49039,50
49040,50
49041,50
49042,50
49043,50
49044,50
49045,50
49046,50
49047,50
49048,50
49049,50
